observed,predicted
0.7572419642931607,0.7516634476573647
0.7823881317814676,1.2266141503624435
0.18441138860828288,-0.183264624571156
0.2801039333085439,-0.015090295589133995
0.6769544189772755,0.8719384896047753
0.8992125168367074,0.7766423367217765
0.39169002376257256,0.04254801595506086
0.2847291867005367,0.15778573648456884
0.3005402205418478,0.7331758769039206
0.212679587989823,-0.0008845481427751656
0.5604182812806816,1.03964056348897
0.45600799582940166,0.6986977719711999
0.633894789446125,0.3006952711477263
0.774439796636352,0.5856006777857807
0.854130840352241,1.342987389139346
0.3668322524818598,-0.028632059065360038
0.09858646887784861,-0.02663297060836123
0.9871731094549271,1.3462454125400538
0.12131075751992437,0.42130477769187724
0.3111428387726658,0.5156175613702635
0.9322937677630582,1.1525495018835494
0.2539600893884484,0.7082163952790245
0.9367582058085471,0.6068710757344898
0.05882706129665494,0.49230396368233154
0.038986127442162344,-0.3557509726381616
0.6119463791341433,0.13159060031660652
0.6769908250866092,0.8120791703111193
0.8913557823965068,0.8009876395193097
0.6763302726280102,0.2575357562982812
0.05213118402517147,0.17499205698175935
0.9973875716509797,0.8541192583926166
0.29698223260857237,0.2054013393564169
0.7948797772282146,1.026464203512667
0.4943079227886691,0.28326319676868517
0.6206175487433141,0.9266516035617646
0.8222735594607508,0.4350742662764977
0.2938818439399238,0.16099124514454577
0.03805336973892148,0.17390629995685503
0.5244029075833742,0.8934812431101554
0.10980198976559952,0.4405731341874416
0.8438036727483726,0.9839749910997441
0.6452040431081023,1.107056900663122
0.5532812354257697,0.742387016536942
0.7225792461340381,0.6942404742621084
0.5776503129466546,0.30063600454180417
0.26729430898560247,0.5454292913044928
0.8967060630591009,0.7779109512784007
0.2406370954441459,0.6943684144512584
0.5969961227437929,0.13158348483812154
0.058653763518931146,-0.349141173138073
0.44930951766847416,0.1447861237118906
0.03761624583591161,0.11637719975469996
0.9081438254764748,0.8031208663901559
0.403783964157553,0.5399829208143203
0.5531322262604926,0.13990719434529852
0.7144476311968475,0.6961389108640483
0.06506293247339878,0.1900570081793893
0.9674141673326629,0.8576175495547199
0.12687722758873898,0.5171686723389267
0.43566816043905365,0.840259212860922
0.37690719230988246,-0.0802392499036082
0.23286875415853792,0.1078650661938445
0.034912731147122344,-0.3828236980201667
0.5512704619465031,0.7545722423175789
0.6956292529016926,0.5559955646941133
0.6081704562488329,0.9492484863973295
0.33516581102016163,0.15904903343077714
0.02488158104029825,-0.07703302656919186
0.05175039690826044,-0.22245308284727183
0.6111799835182521,0.18724024482920643
0.006369279056117394,-0.3469628629552566
0.8061240653211944,0.8952701296180462
0.6280609993719648,1.0117136228078958
0.4404218231709006,0.15609353716237906
0.0971769978060828,-0.3951490152020838
0.6308785344727559,0.15677726172350637
0.9119807938189451,0.8357775398876351
0.6189250003983884,0.618675762242514
0.6697536942335498,0.8034352494524171
0.47771555119247555,0.4719784668009689
0.46552080474704527,0.5771110605662569
0.1835029758430392,0.5475163565614488
0.2809762963041258,0.16520144558214855
0.24339075848522507,-0.11641419829119082
0.670421809951031,0.3853368660645139
0.27516552755660173,0.21499821765478033
0.5364502873668623,0.1271247840969294
0.2911023007965786,0.2233500485837826
0.18625009723533037,-0.16359022039439985
0.8197097890425253,0.36545488620326705
0.13646383187104671,0.06485736144825394
0.4799420166626164,0.2263241113055522
0.058475176490940584,0.1986028649263335
0.9330748354232083,1.3981770052922777
0.566866833601223,0.5591552814986369
0.8139951509083071,0.8412690640771092
0.16055111154866508,0.3821933207086561
0.9798760444517217,1.3266240026245826
0.8316734003848412,1.0188846779675305
0.2201707839187904,0.5004133651202022
0.06642337339028315,-0.1497447021168029
0.27292007470359936,-0.0919526876499791
0.2265430771930831,0.6278997704606065
0.6589739193170584,0.6105846733230929
0.6273547329378644,1.0530638426712562
0.8648424030722311,1.2005435975653667
0.6178028219167043,0.229313565558123
0.7429494218973622,0.6894192577090957
0.8354770008144938,0.8216250099019659
0.5890335796338219,0.7112600692767909
0.007430819250375698,-0.17546801747669438
0.41363558170360304,0.8321750987451365
0.07839359082646813,0.032570858692744675
0.9358293782966913,0.5198912183509918
0.7883027928762619,0.8730911220967403
0.8135401651331546,0.6751013530147589
0.5169402942903382,0.03947655425376051
0.8821458534315729,1.2548963226089938
0.659050435541398,0.5084827661416962
0.3571920496056834,0.1503527510910383
0.1657605981797584,0.04006727056301096
0.9366269054584669,1.304910332064805
0.3825295727477952,0.5170544366950335
0.350313088914599,0.008717056727629457
0.8917039764834173,0.5760348139156403
0.9080920694336501,0.9614041932811724
0.7332979070666977,1.0787965612844175
0.1197407672827866,0.43405899424444583
0.8320168172308309,0.8321238488192485
0.3235334405459289,0.14237326118657423
0.4336204846860192,0.456113802048131
0.2752728217020022,0.41910335512488195
0.22337323597848324,0.18998189590041936
0.06514206830637381,0.10088338247624007
0.5087805163193441,0.5432481774964912
0.9563586194353505,1.2845113066122065
0.18465985381572703,-0.017297904840087197
0.670391711606232,0.8492940879907347
0.27095329375150146,-0.21819434177543084
0.9408613516205875,0.6840321613875584
0.29691437581501834,0.36169166270504827
0.16897140328298166,0.043477227846646316
0.36965890825837544,0.4230782289970647
0.4423425778638659,0.6743645508095982
